date,title,content
2022-09-20,Производитель кондиционеров Daikin откажется от китайских комплектующих в 2024 году,
2022-09-23,"Социальный фонд направит в 2023 году больше 9,5 трлн руб. на пенсии",
2022-09-23,Лучшей авиакомпанией мира в седьмой раз названа Qatar Airways,
2022-09-23,Правительство планирует увеличить базу для начисления страховых взносов с 2023 года,
2022-09-23,РБК: «Руссоль» может столкнуться с перебоями поставок,
2022-09-26,На «Северном потоке-1» упало давление после аналогичного инцидента на «Северном потоке-2»,
2022-09-26,ЦБ сообщил о росте индикатора бизнес-климата в сентябре,
2022-09-26,Цена Brent опустилась ниже $83 впервые с 11 января,
2022-09-27,Украина запретила экспорт товаров в Россию на законодательном уровне,
2022-09-27,"Goldman Sachs ждет от ЕЦБ повышения учетной ставки еще на 0,75%",
2022-09-28,Запасов нефти в России хватит почти на 40 лет,
2022-09-28,"Минэкономики зафиксировало в августе замедление спада ВВП до 4,1%",
2022-09-28,"Минэкономики спрогнозировало цену в $70,1 за баррель Urals в 2023 году",
2022-09-29,Молдавия сформирует резерв газа на случай ЧП,
2022-09-29,ЦБ продлил на полгода запрет на вывод денег за рубеж,
2022-09-30,В трех нитках «Северных потоков» было около 800 млн кубометров газа во время взрывов,
2022-09-30,«Фосагро» изберет нового председателя совета директоров вместо уходящего Шаронова,
2022-10-01,Германия хочет расследовать взрывы на «Северных потоках» вместе с Данией и Швецией,
2022-10-01,Роскомнадзор заблокировал SoundCloud,
2022-10-01,Eni не получит запрошенный у «Газпрома» на 2 октября газ,
2022-10-01,Из поврежденного «Северного потока-2» вышел весь газ,
2022-10-01,"Болгария, Венгрия, Румыния и Словакия предложили план совместной доставки газа",
2022-10-02,«Роскосмос» опубликовал снимок утечки газа на газопроводе в Балтийском море,
2022-10-03,Bloomberg: Турция просит Россию об отсрочке газовых платежей до 2024 года,
2022-10-03,Россия ввела санкции против оператора немецкого ПХГ «Катарина»,
2022-10-04,"Bloomberg: Венгрия отсрочит платеж «Газпрому» за газ на €1,9 млрд",
2022-10-04,Прокачка газа из Германии в Польшу по Ямал—Европе возобновлена,
2022-10-04,"Nord Stream AG сообщила, что не может расследовать инцидент на «Северном потоке»",
2022-10-04,Продажи Ford в США в третьем квартале выросли на 16%,
2022-10-04,Всемирный банк улучшил прогноз по падению ВВП России,
2022-10-04,Bloomberg: ОПЕК+ может сократить добычу нефти до 2 млн баррелей,
2022-10-05,Росстат: расходы на конечное потребление в ВВП РФ сократились до 66%,
2022-10-05,Белый дом упрекнул ОПЕК+ за солидарность с Россией,
2022-10-05,МАГАТЭ: на Запорожской АЭС хотят перезапустить один из шести энергоблоков,
2022-10-05,Новак: объем добычи нефти составит 530 млн тонн в 2022 году,
2022-10-05,"Потребительские цены в России с начала года выросли на 10,4%",
2022-10-05,ВТО ухудшила прогноз по росту мировой торговли в 2023 году до 1%,
2022-10-06,Turkish Airlines вернет мобилизованным деньги за неиспользованные авиабилеты,
2022-10-07,Путин подписал указ о создании нового оператора проекта «Cахалин-1»,
2022-10-07,Число безработных в России снизилось на 25 тыс. за две недели,
2022-10-07,Минпромторг сообщил о поэтапной остановке завода Vestas по производству ветряков в Ульяновске,
2022-10-07,"Безработица в США упала до 3,5%",
2022-10-07,"В России в сентябре зафиксировали инфляцию 0,05%",
2022-10-07,Цены на газ в Европе падали на 14%,
2022-10-08,ФАС не зафиксировала ажиотажа и роста цен на топливо в Крыму,
2022-10-09,Bloomberg: ЕК намерена легализовать конфискацию замороженных активов,
2022-10-09,"Через Керченский пролив за сутки перевезено около 1,5 тыс. человек",
2022-10-09,Генпрокуратура и Минфин Сахалина подали иск к Exxon Neftegas,
2022-10-09,Россия построит газопровод и разработает месторождения в Иране на $44 млрд,
2022-10-10,"Швейцарский суд обязал Россию выплатить $2,63 млрд бывшей структуре ЮКОСа",
2022-10-10,"Единороссы внесли законопроект, предоставляющий мобилизованным предпринимателям кредитные каникулы",
2022-10-10,Германия может выделить на помощь энергетике и потребителям €96 млрд,
2022-10-10,Аксенов: Крымский мост восстановят через месяц-полтора,
2022-10-11,Замглавы Минфина увидел необходимость в большем числе банков из-за санкций,
2022-10-12,Оператор нефтепровода «Дружба» не выявил вины третьих лиц в разливе нефти,
2022-10-12,Венгрия договорилась с «Газпромом» об отсрочке платежей за газ,
2022-10-12,Enel закрыла сделку по продаже доли в российской «дочке»,
2022-10-12,В Белом доме рассмотрят предложение о полном запрете на импорт российского алюминия,
2022-10-13,Миллер рассказал о затопленных водой трубах «Северного потока»,
2022-10-13,Handelsblatt: «Роснефть» судится с Германией из-за своих «дочек»,
2022-10-14,Гендиректор Evraz покинет совет директоров,
2022-10-14,"Американские ритейлеры Kroger и Albertsons объявили о слиянии на $24,6 млрд",
2022-10-15,Глава Минфина Украины стал главой совета управляющих МВФ и Всемирного банка на 2023 год,
2022-10-15,Россия продолжит выделять МАГАТЭ по €400 тыс. в год на инновационные реакторы,
2022-10-16,Forbes: у российского OBI сменился собственник,
2022-10-17,Законопроект о принудительном лицензировании стал причиной раскола мнений на рынке кинопроката,
2022-10-17,ExxonMobil объявил об уходе из России,
2022-10-17,Цена на газ в Европе упала ниже $1300 за 1 тыс. куб. м,
2022-10-19,ЦБ зафиксировал негативное влияние мобилизации на экономику,
2022-10-19,Минпромторг сообщил о «контактах» с Volvo Group по бизнесу в России,
2022-10-19,«Молдовагаз» получит госкредит под залог газотранспортной системы,
2022-10-20,Softline окончательно разделился на две компании,
2022-10-21,Pfizer повысит стоимость вакцины от COVID-19 в четыре раза,
2022-10-21,Сергей Адоньев стал совладельцем крупнейшего в мире производителя антрацита,
2022-10-23,МВФ: экономика России стабилизировалась во втором квартале 2022 года,
2022-10-23,Товарооборот России и Узбекистана вырос почти на 40% в 2022 году,
2022-10-23,Shell купила 9% акций в катарском СПГ-проекте North Field South,
2022-10-23,Минпромторг включит в программу льготного автокредитования пенсионеров и военных,
2022-10-23,Мантуров заявил об интересе России к узбекским автозапчастям,
2022-10-24,Philips сократит 5% сотрудников,
2022-10-24,Нидерланды выдали более 90 разрешений на освобождение от санкций против РФ,
2022-10-25,Сбой в работе WhatsApp 25 октября произошел по вине Meta,
2022-10-25,«Аэрофлот» с 26 октября приостановит онлайн-регистрацию на рейсы,
2022-10-25,В Минпромторге анонсировали открытие магазинов Zara c новым собственником в начале весны,
2022-10-25,Квартальная прибыль General Motors выросла на 37%,
2022-10-26,"Годовая инфляция в России за неделю замедлилась до 12,88%",
2022-10-26,В России зафиксировано максимальное снижение промпроизводства за два года,
2022-10-26,NYT: Cаудовская Аравия сорвала секретную сделку с США об увеличении добычи нефти,
2022-10-27,Минпромторг предложил провести эксперимент против торговли просроченной или нелегальной продукцией,
2022-10-27,"Путин: ВВП России в 2022 году сократится на 2,8–2,9%, инфляция достигнет 12%",
2022-10-27,Путин заявил о снижении реальных доходов россиян,
2022-10-28,"Илон Маск сообщил, что не имеет отношения к восстановлению аккаунта Канье Уэста в Twitter",
2022-10-28,Уволенные топ-менеджеры Twitter получат компенсацию на общую сумму $122 млн,
2022-10-29,Роскомнадзор исключил блокировку Telegram после ограничения доступа к домену t.me,
2022-10-30,«Аэрофлот» перешел на российскую систему бронирования,
2022-10-31,AP: Байден рассматривает повышение налога на прибыль для энергетических компаний,
2022-10-31,Расходы украинского бюджета превысят доходы в два раза в 2023 году,
2022-10-31,Британская Ascot приостановила страхование грузов в рамках «зерновой сделки»,
2022-11-01,В «Роснефти» допустили выплату BP промежуточных дивидендов на $700 млн,
2022-11-01,Путин поручил обдумать строительство дороги между Архызом и Красной Поляной,
2022-11-02,Сбербанк продал свою долю в хорватской Fortenova Group,
2022-11-02,"ФРС четвертый раз подряд повысила ставку на 75 базисных пунктов — до 3,75–4%",
2022-11-02,Банк России улучшил прогноз структурного профицита ликвидности банков,
2022-11-03,В информагентстве Regnum сменился главный редактор,
2022-11-05,Telegram позволил создавать в группах от 200 человек отдельные чаты,
2022-11-07,США пообещали ЕС нарастить поставки СПГ на 50 млрд кубометров,
2022-11-07,IfW: грузооборот российских портов существенно снизился в 2022 году,
2022-11-08,ЕС начал антимонопольное расследование сделки между Microsoft и Activision Blizzard,
2022-11-08,Глава Минтруда: МРОТ и прожиточный минимум с 1 января вырастут выше инфляции,
2022-11-09,"Годовая инфляция в России за неделю замедлилась до 12,52%",
2022-11-10,Nord Stream разрешили обследовать «Северные потоки» в экономической зоне Дании,
2022-11-11,"Набиуллина заявила, что сейчас будущее «как никогда туманно»",
2022-11-11,Минэкономики допустило обращение в ВТО из-за отказа США признавать экономику РФ рыночной,
2022-11-11,Евросоюз за счет СПГ снизил зависимость от российского газа на 33%,
2022-11-12,Шведская Postnord возобновила предоставление России почтовых услуг,
2022-11-12,"Еврокомиссия выделит Германии €225,6 млн для поглощения «дочки» «Газпрома»",
2022-11-12,В Гренаде вырос спрос на «золотые паспорта» на фоне отмены ограничений для россиян,
2022-11-13,Twitter приступил к массовому увольнению подрядчиков,
2022-11-14,Nord Stream начал обследование повреждений на «Северном потоке»,
2022-11-14,Германия национализировала бывшую Gazprom Germania,
2022-11-14,Reuters сообщило о не попавшем под санкции крупном российском разработчике приложений,
2022-11-15,Walmart и Home Depot отчитались за квартал лучше прогнозов,
2022-11-16,Правительство утвердило правила аудита иностранцев на «Сахалине-1»,
2022-11-18,Венгерская MOL сокращает поставки топлива на фоне падения российского импорта,
2022-11-18,Цена на газ в Европе снижалась почти на 4% после новостей о перезапуске производства СПГ американской Freeport LNG,
2022-11-18,"Qiwi увеличила чистую выручку на 35,9% год к году в третьем квартале",
2022-11-19,«Росэнергоатом» сообщил о первом с конца сентября обстреле периметра ЗАЭС,
2022-11-21,Поставки российской нефти в Северную Европу снизились на 90% с февраля,
2022-11-21,Саудовская Аравия отрицает планы увеличить добычу нефти,
2022-11-21,Новак: Россия перенаправит или сократит добычу нефти после введения ценового потолка,
2022-11-21,Налоговые поступления в бюджет составят 33 трлн рублей по итогам года,
2022-11-21,WSJ: Саудовская Аравия и ОПЕК+ могут увеличить добычу до 500 тыс. баррелей в сутки,
2022-11-21,Суд в Польше отменил рекордный штраф «Газпрому» за строительство «Северного потока-2»,
2022-11-21,"Merck покупает биотехнологическую компанию Imago за $1,4 млрд",
2022-11-22,Bloomberg: ЕС хочет ввести 45 дней «переходного периода» для потолка цен на российскую нефть,
2022-11-22,Замглавы Минпромторга в 2023 году станет курирующая маркировку Приезжева,
2022-11-22,WSJ: потолок цен на российскую нефть могут согласовать 23 ноября,
2022-11-23,"Объем промпроизводства в России в октябре снизился на 2,6%",
2022-11-23,«Транснефть» сообщила о возобновлении прокачки нефти по «Дружбе»,
2022-11-23,Uniper заявила о необходимости дополнительного увеличения капитала на €25 млрд,
2022-11-24,Страны ЕС договорились исключить российский газ из совместных контрактов на закупки,
2022-11-24,Минфин может сохранить налогообложение работающих за границей россиян по ставке 13%,
2022-11-24,Bloomberg: переговоры ЕС о потолке цен на нефть отложены из-за разногласий стран,
2022-11-24,Байден обсудил введение потолка цен на нефть с главой Минфина Йеллен,
2022-11-25,Путин призвал «Ростех» использовать опыт противодействия западному оружию,
2022-11-25,PetroNeft рассмотрит варианты продажи активов в России,
2022-11-27,Reuters: Airbus задержит поставки заказчикам среднемагистральных самолетов в 2023 году,
2022-11-29,Правительство запретило поставлять в недружественные страны ракеты и взрывчатку,
2022-11-29,Reuters: в ОПЕК+ не пришли к единому решению о возможности сокращения добычи нефти,
2022-11-30,ЦБ продлил ограничения на торги иностранными ценными бумагами до 1 апреля 2023 года,
2022-12-01,РБК: Сергей Иванов покинет пост главы АЛРОСА,
2022-12-01,Минфин сообщил об отсутствии планов по корректировке налогового режима для самозанятых,
2022-12-01,"ФАС утвердила увеличение тарифов на газ на 8,5% с 1 декабря",
2022-12-02,"The Bell: для управления «Яндексом» создадут фонд, в состав которого войдут Кудрин и трое топ-менеджеров",
2022-12-02,ЦБ расширил список организаций с признаками нелегальной деятельности на финансовом рынке,
2022-12-02,Росстат: число бедных россиян сократилось на 700 тысяч,
2022-12-03,ТАСС: Великобритания подозревает Фридмана в нарушении санкций,
2022-12-03,В Кремле отказались принимать согласованный ЕС потолок цен на нефть,
2022-12-03,Постпред Ульянов: с этого года Европа будет жить без российской нефти,
2022-12-04,Белоруссия продолжит рассчитываться российскими рублями за поставляемые из РФ энергоресурсы в 2023 году,
2022-12-04,Эрдоган заявил о подготовке Турции к созданию газового хаба,
2022-12-05,FT сообщила о пробке из 19 танкеров у берегов Турции после введения потолка цен на российскую нефть,
2022-12-05,ICIS: потребление газа в ЕС в ноябре снизилось почти на четверть,
2022-12-06,Цена нефти Brent опускалась ниже $80 за баррель впервые с 6 января,
2022-12-07,Производители электронных сигарет попросили правительство не повышать акцизы,
2022-12-07,Маск полчаса провел на второй строчке рейтинга самых богатых людей мира,
2022-12-07,Toyota уволит всех сотрудников российского завода до конца года,
2022-12-08,Структура «Росатома» подала иск к Навальному,
2022-12-09,Бывшая замглавы Минобрнауки Елена Дружинина перешла на работу в «Ростех»,
2022-12-09,Правительство ввело 35-процентные пошлины на ввоз шампуней и зубной пасты из недружественных стран,
2022-12-09,Из ФНБ в ноябре выделили 300 млрд рублей на покрытие дефицита бюджета,
2022-12-10,Антуан Арно возглавил Christian Dior SE,
2022-12-11,Экономисты заявили о закупках Германией российского СПГ в объеме 5–6% от общего потребления,
2022-12-11,Глава саудовского Минэнерго: ощутимых результатов потолка цен на нефть из России пока нет,
2022-12-13,Совладелец «Уралхима» Мазепин рассказал о работе над разблокировкой экспорта российского аммиака через Одессу,
2022-12-13,Bank of America спрогнозировал цену нефти Brent в 2023 году в $100 за баррель,
2022-12-13,Глава МИД Венгрии: Россия может изменить газовый контракт со страной из-за потолка цен,
2022-12-14,Промышленное производство в еврозоне снизилось на 2% в октябре,
2022-12-14,Reuters: РФ продает в Индию нефть по цене значительно ниже потолка,
2022-12-14,"ФРС США повысила ключевую ставку до 4,25–4,50%",
2022-12-14,"Правительство оценило долю Shell в «Сахалине-2» в 94,8 млрд рублей",
2022-12-14,Премьер Польши Моравецкий: ЕС не может ввести потолок цен на газ из-за стран Северной Европы,
2022-12-14,HSBC прекратит финансирование новых нефтегазовых проектов,
2022-12-15,«Росатом» сообщил о достижении целевого показателя по развитию Северного морского пути,
2022-12-15,iFly задерживает рейсы в Египет до 16 декабря для выполнения рекомендаций Росавиации,
2022-12-16,iFly отменила рейсы в Египет до 19 декабря,
2022-12-16,ЕК разрешила Германии национализировать Uniper,
2022-12-16,США закупят 3 млн баррелей нефти для восполнения стратегических запасов,
2022-12-16,ЕС опубликовал девятый пакет санкций против России,
2022-12-16,МЭА: 2022 год будет рекордным по объему потребления угля в мире,
2022-12-16,Биржа ICE может переместить свой газовый хаб из ЕС в случае введения потолка цен на газ,
2022-12-17,Губернаторы южных регионов России призвали Путина ограничить участие иностранцев в сельхозпредприятиях,
2022-12-18,В аэропортах Москвы задержаны или отменены более 100 рейсов,
2022-12-20,Стоимость экспорта российского газа в Китай выросла на 177% в этом году,
2022-12-20,"Совет директоров «Газпрома» одобрил рекордную инвестпрограмму на 2,3 трлн руб.",
2022-12-20,Импорт в Грецию из России увеличился на 142% с января по октябрь,
2022-12-20,«Транснефть»: Казахстан не обращался в компанию для поставки нефти в Германию,
2022-12-21,Глеб Франк вышел из состава участников Русской рыбопромышленной компании,
2022-12-21,WSJ: Джастин Бибер продаст права на свою музыку за $200 млн,
2022-12-21,"Потолок цен не распространится на российские нефтепродукты, доставленные до 1 апреля 2023 года",
2022-12-22,ЕС официально утвердил потолок цен на газ на уровне €180 за МВт•ч,
2022-12-22,Эрдоган объявил о повышении МРОТ в Турции на 55%,
2022-12-22,Путин ограничил обязательства «Газпрома» перед компаниями из недружественных стран,
2022-12-23,CNBC: цепочки поставок не восстановятся как минимум до 2024 года,
2022-12-24,"В Россию вернулись все туристы, застрявшие в Хургаде из-за проблем iFly",
2022-12-24,Новак заявил о планах правительства не допустить рост цен на топливо выше инфляции в 2023 году,
2022-12-24,"Объем инвестиций в игорную отрасль России вырос в 1,5 раза",
2022-12-25,Компания Bloomberg L.P. Майкла Блумберга не заинтересована в Dow Jones или The Washington Post,
2022-12-26,Правительство России выделит около 896 млн рублей на разработку широкофюзеляжного самолета,
2022-12-26,Турция нашла месторождение с газом на $1 трлн,
2022-12-26,Дизель в Москве дорожает шестую неделю подряд,
2022-12-26,"Украина с 2023 года поднимет тарифы на прокачку нефти по «Дружбе» на 18,3%",
2022-12-26,"ЦБ РФ сообщил о росте индикатора бизнес-климата на 1,4 пункта в декабре",
2022-12-27,Правительство предоставило «Газпром нефти» участок недр в Карском море,
2022-12-27,Правительство РФ утвердило создание первой в ХМАО особой экономической зоны,
2022-12-27,Правительство Испании выделило на борьбу с инфляцией €10 млрд,
2022-12-28,Авиакомпания «Россия» прокомментировала инцидент со смертью кошки на борту самолета,
2022-12-28,Exxon подала иск против введенного ЕС налога на сверхприбыль,
2022-12-28,"В ноябре в России производство минеральных удобрений упало на 17,8%",
2022-12-28,Правительство продлило сертификаты летной годности зарубежных самолетов до конца 2023 года,
2022-12-29,Путин одобрил частные покупки золотых слитков без НДС,
2022-12-30,Минфин США: переработанные за пределами России нефтепродукты не будут считаться российскими,
2022-12-30,Путин разрешил покупателям из недружественных стран платить по долгам за газ в иностранной валюте,
2022-12-30,Российский рынок акций по итогам года упал на 43%,
2022-12-30,В аэропортах Москвы задержаны или отменены более 40 рейсов,
2023-01-01,"Минтруд проиндексировал пенсии на 4,8%",
2023-01-01,Великобритания сообщила о прекращении импорта российского СПГ с 1 января,
2023-01-02,Крупнейший производитель контейнеров для перевозки СПГ прекратил работу в России,
2023-01-02,Суд арестовал активы Linde в России на 35 млрд рублей,
2023-01-03,В Германию прибыла первая партия СПГ из США,
2023-01-03,Турция и Болгария подписали соглашение о поставках газа на 13 лет,
2023-01-04,Tesla планирует начать производство электродвигателей для самолетов и лодок,
2023-01-04,Мантуров испытал отечественный самолет МС-21,
2023-01-05,Подавший сигнал бедствия пассажирский самолет из Москвы приземлился в Уфе,
2023-01-06,The Guardian: Абрамович передал активы детям незадолго до начала спецоперации,
2023-01-07,Страны Евросоюза удвоили использование газа из хранилищ,
2023-01-07,Vimeo сократит 11% персонала из-за экономической ситуации,
2023-01-08,QatarEnergy и Chevron Phillips договорились создать нефтехимическое предприятие на $6 млрд,
2023-01-08,Alibaba инвестирует более $1 млрд в инфраструктуру в Турции,
2023-01-09,ЛУКОЙЛ договорился о продаже завода в Италии,
2023-01-10,"Минэнерго США понизило прогноз цены нефти Brent на 2023 год до $83,1 за баррель",
2023-01-10,В Госдуму внесен правительственный законопроект о праве Генпрокуратуры получать расчеты по гособоронзаказу,
2023-01-11,«Газпром» и CNPC обсудили проектирование газопровода через Монголию,
2023-01-13,«МегаФон» приобрел разработчика биллинга Nexign,
2023-01-15,Россияне получили больше всего видов на жительство в Турции в 2022 году среди других иностранцев,
2023-01-15,Крупный производитель газа EQT: США готовы поставить газ в Европу по $380 за тыс. куб. м при долгосрочных контрактах,
2023-01-16,"Энергоемкость ВВП России в 2021 году выросла на 4,5%",
2023-01-16,"Косачев считает, что для отмены платы за перелеты иностранных авиакомпаний над Сибирью нет условий",
2023-01-16,Международная организация труда прогнозирует ухудшение положения работников в 2023 году,
2023-01-16,"Цены на газ в Европе по итогам торгов снизились на 15,5%",
2023-01-17,Wintershall Dea объявила о решении покинуть Россию,
2023-01-17,Экономические настроения инвесторов в Германии рекордно улучшились,
2023-01-17,В Санкт-Петербурге зарегистрировали АО «ЧВК Вагнер Центр»,
2023-01-17,Reuters: Россия резко увеличила поставки нефти из балтийских портов в Азию,
2023-01-18,"Годовая инфляция в России за неделю замедлилась до 11,57%",
2023-01-20,Цены на газ в Европе выросли на 12%,
2023-01-20,Минреинтеграции Украины исключило Киев из перечня территорий возможных боев,
2023-01-21,"Йеллен считает, что установить потолок цен на нефтепродукты из РФ будет сложнее, чем на нефть",
2023-01-22,«Мерседес-Бенц рус» подал иск к производителю ПО SAP на 189 млн рублей,
2023-01-23,Цена нефти Brent превысила $89 впервые с декабря,
2023-01-24,В Москве вывески заведений KFC начали менять на Rostic`s,
2023-01-25,Kismet приобрела долю в HeadHunter за $147 миллионов,
2023-01-25,Французская Legrand решила уйти из России,
2023-01-25,"Росстат: задолженность по зарплате за декабрь снизилась на 37,5% — до 642,8 млн рублей",
2023-01-26,Bloomberg: МВФ запустит многолетнюю программу помощи Украине на сумму до $16 млрд,
2023-01-26,IKEA заменила российскую древесину европейской,
2023-01-27,Адоньев выйдет из угольного проекта ЭЛСИ из-за наложенных на него санкций,
2023-01-29,Еврокомиссар Джентилони считает Германию одной из наиболее пострадавших стран от кризиса,
2023-01-29,QatarEnergy заняла место НОВАТЭКа в проекте по разработке месторождений в Ливане,
2023-01-30,Россия и Китай подготовили межправительственное соглашение по поставкам газа по «дальневосточному маршруту»,
2023-01-30,Правительство разъяснило порядок ответных мер на потолок цен на российскую нефть,
2023-01-30,Узбекистан начал импорт из России бензина Аи-80,
2023-01-30,Шесть стран ЕС призвали урегулировать импорт из-за роста поставок с Украины,
2023-01-31,Пресс-офис: у Абрамовича нет доступа к деньгам от продажи «Челси»,
2023-01-31,"Глава Росавиации заявил, что авиационные санкции «не достигли цели»",
2023-01-31,Годовые результаты General Motors оказались выше прогнозов,
2023-02-01,"ФРС повысила ставку на 25 б. п. — до 4,5–4,75%",
2023-02-01,Турецкий оператор Havas предупредил о рисках обслуживания попавших под санкции США российских самолетов,
2023-02-01,Equinor: санкции ЕС помешали передать оборудование для обследования «Северных потоков»,
2023-02-02,"Опрошенные ЦБ аналитики спрогнозировали спад ВВП на 1,5% и инфляцию в 6% в 2023 году",
2023-02-02,В ЦБ допустили изменения прогноза ключевой ставки в 2023 году,
2023-02-03,"Bloomberg: экспорт морской нефти из Саудовской Аравии сокращается, из России — нет",
2023-02-04,Министр энергетики Саудовской Аравии опасается энергокризиса из-за санкций против России,
2023-02-04,Минфин объяснил низкие данные по исполнению доходов в январе новой схемой уплаты налогов,
2023-02-05,Foxconn завершила январь с рекордной для месяца выручкой,
2023-02-06,Минфин в январе впервые продал золото из ФНБ для покрытия дефицита бюджета,
2023-02-06,Построенный СИБУРом аэропорт в Тобольске получил статус международного,
2023-02-07,«Газпром» продлил контракт на поставку газа в Белоруссию до 2025 года,
2023-02-07,Правительство назвало вбросом информацию Bloomberg о давлении на ЦБ,
2023-02-07,"Минэнерго США: Россия увеличила поставки нефти в январе, несмотря на эмбарго ЕС",
2023-02-07,«Интерфакс»: Минфин отказался от идеи увеличить налоги для работающих за границей россиян,
2023-02-08,Доходы россиян в 2022 году упали на 1%,
2023-02-08,Патрушев заявил об отсутствии у него данных о причастных к подрыву «Северных потоков»,
2023-02-08,Глава РСПП считает нереализуемой идею добровольного взноса крупного бизнеса в бюджет,
2023-02-08,"Годовая инфляция за неделю в России ускорилась до 11,72%",
2023-02-09,В Латвии погиб основатель ритейлера Sela Борис Остроброд,
2023-02-09,Frank Media: сделка по покупке «дочки» Siemens обошлась группе «Инсайт» в 52 млрд рублей,
2023-02-09,Путин о решении оставить иностранные самолеты в РФ: с волками жить — по-волчьи выть,
2023-02-10,Североамериканские компании сделали заказ на рекордное количество промышленных роботов,
2023-02-10,АвтоВАЗ начал предсерийный выпуск Lada Vesta NG,
2023-02-13,"Bloomberg: переход сотрудников на удаленную работу стоит Манхэттену $12,4 млрд в год",
2023-02-14,Goldman Sachs вышел из капитала владельца ЦИАН,
2023-02-15,Президент Всемирного банка Дэвид Малпасс решил покинуть пост,
2023-02-15,Минфин допускает обязательные взносы бизнеса в бюджет,
2023-02-15,Ространснадзор поддержал идею продления сроков техобслуживания самолетов,
2023-02-15,Lufthansa отменила более 200 рейсов из-за IT-сбоя,
2023-02-15,Путин призвал разобраться с ошибочной налоговой задолженностью,
2023-02-15,Американские розничные продажи в январе показали самый сильный рост за два года,
2023-02-16,Reuters: Германия упростит выход «Роснефти» из НПЗ в Шведте,
2023-02-16,Еврокомиссия оценила снижение импорта российской нефти в 90%,
2023-02-16,Министр энергетики Саудовской Аравии: ОПЕК+ не изменит уровень добычи в 2023 году,
2023-02-17,Путин разрешил «дочке» «Газпром нефти» купить долю Shell в Салымском проекте,
2023-02-17,Венгерская MOL протестировала арабскую нефть вместо российской на своем НПЗ,
2023-02-17,Ненефтяной экспорт Сингапура обвалился на 25%,
2023-02-20,Минпромторг ожидает экспорта российских лайнеров только после 2025 года,
2023-02-22,В США из-за зимних штормов отменили более тысячи авиарейсов,
2023-02-22,Правительство внесло в Госдуму законопроект о правовом регулировании северного завоза,
2023-02-22,Минпромторг предложил запретить ввоз машин по упрощенным правилам,
2023-02-22,В совет директоров «Транснефти» выдвинули замглавы Минфина Сазанова,
2023-02-22,Росстат: себестоимость добычи нефти в 2022 году выросла на 19%,
2023-02-23,Путин подписал закон об ограничении дисконта на Urals,
2023-02-24,Интерес женщин в Москве к «мужским вакансиям» вырос на 40% в 2022 году,
2023-02-27,Wizz Air приостанавливает авиасообщение с Кишиневом с 14 марта,
2023-02-27,Правительство пообещало восстановить работу Луганского авиационного ремонтного завода,
2023-02-28,Глава РСПП Шохин: правительство может обсудить с бизнесом взнос в бюджет на следующей неделе,
2023-02-28,"Bloomberg: Россия наращивает поставки нефти в Индию, несмотря на растущий спрос в Китае",
2023-03-01,"Инфляция в Германии в феврале составила 8,7%",
2023-03-01,Минэнерго утвердило порядок мониторинга цен на экспортную нефть РФ,
2023-03-01,Reuters: ЛУКОЙЛ организовал рейдовую перевалку нефти Urals в районе Калининграда,
